,price
2471,378000
2472,445000
2473,460000
2474,1080000
2475,550000
2476,327000
2477,675000
2478,371000
2479,542000
2480,350000
2481,608250
2482,800000
2483,415000
2484,237000
2485,475000
2486,555000
2487,939000
2488,410000
2489,365000
2490,215000
2491,415000
2492,1049000
2493,640000
2494,450000
2495,808000
2496,1225000
2497,600000
2498,643000
2499,802000
2500,273500
2501,380000
2502,485500
2503,624000
2504,550000
2505,625000
2506,515000
2507,500000
2508,365000
2509,560000
2510,118125
2511,465000
2512,522500
2513,775000
2514,465000
2515,520000
2516,175000
2517,610000
2518,349000
2519,207000
2520,375000
2521,835000
2522,762500
2523,249950
2524,945000
2525,275000
2526,3635000
2527,739000
2528,910000
2529,249000
2530,450000
2531,335000
2532,300000
2533,396000
2534,760000
2535,490000
2536,555000
2537,1220000
2538,605000
2539,550000
2540,415000
2541,549000
2542,210750
2543,700000
2544,312000
2545,286300
2546,640000
2547,250000
2548,359950
2549,194900
2550,740000
2551,500000
2552,335000
2553,603000
2554,397000
2555,228000
2556,345000
2557,348000
2558,219950
2559,695500
2560,355000
2561,699000
2562,191950
2563,571000
2564,585000
2565,404000
2566,169500
2567,299000
2568,369000
2569,390000
2570,400000
2571,722080
2572,620000
2573,324500
2574,1175000
2575,840000
2576,264000
2577,245000
2578,370000
2579,263500
2580,370000
2581,405000
2582,425000
2583,555000
2584,344000
2585,382880
2586,567000
2587,185000
2588,785000
2589,224950
2590,682000
2591,480000
2592,450000
2593,339000
2594,230000
2595,397500
2596,355000
2597,675000
2598,195000
2599,530000
2600,429000
2601,295000
2602,405000
2603,650000
2604,467000
2605,235000
2606,230000
2607,287000
2608,423000
2609,1855000
2610,167000
2611,1250000
2612,369950
2613,251000
2614,375000
2615,399900
2616,312500
2617,2983000
2618,307500
2619,285000
2620,399950
2621,785000
2622,314000
2623,380000
2624,775000
2625,222000
2626,332000
2627,395000
2628,360000
2629,650000
2630,432500
2631,489950
2632,300000
2633,740000
2634,397000
2635,340000
2636,422000
2637,560200
2638,475000
2639,614000
2640,405000
2641,236000
2642,330000
2643,432500
2644,320000
2645,725000
2646,495000
2647,1070000
2648,249500
2649,399000
2650,1850000
2651,545000
2652,550000
2653,1250000
2654,1990000
2655,220000
2656,675000
2657,535000
2658,405000
2659,565000
2660,434000
2661,845000
2662,524000
2663,525000
2664,839900
2665,323000
2666,828950
2667,208000
2668,274950
2669,390000
2670,350000
2671,600000
2672,693000
2673,2700000
2674,303000
2675,649950
2676,316000
2677,292000
2678,825000
2679,290000
2680,650000
2681,856600
2682,560000
2683,795000
2684,431000
2685,121800
2686,430000
2687,401000
2688,410000
2689,478000
2690,418800
2691,455000
2692,364500
2693,374950
2694,336500
2695,750000
2696,350000
2697,815241
2698,2400000
2699,318000
2700,431650
2701,212000
2702,700000
2703,379770
2704,2140000
2705,365000
2706,395950
2707,565000
2708,725000
2709,248000
2710,368500
2711,405000
2712,122000
2713,240000
2714,635000
2715,154950
2716,520000
2717,269950
2718,175000
2719,305100
2720,460000
2721,324500
2722,680000
2723,535000
2724,414000
2725,596000
2726,950000
2727,279900
2728,373000
2729,288790
2730,249000
2731,510000
2732,359000
2733,453000
2734,427000
2735,670000
2736,563500
2737,169500
2738,465000
2739,237000
2740,485000
2741,975000
2742,419000
2743,320000
2744,570000
2745,223000
2746,386000
2747,311000
2748,485000
2749,748000
2750,337000
2751,570000
2752,265000
2753,374500
2754,553000
2755,640000
2756,376500
2757,447000
2758,699950
2759,172380
2760,546000
2761,286000
2762,545000
2763,273000
2764,350000
2765,826000
2766,458000
2767,289000
2768,230000
2769,283000
2770,485000
2771,583000
2772,364000
2773,675000
2774,150000
2775,435000
2776,575000
2777,755000
2778,830000
2779,420000
2780,298950
2781,300000
2782,407500
2783,367500
2784,580000
2785,165000
2786,379900
2787,337000
2788,640000
2789,760000
2790,545000
2791,298000
2792,341500
2793,890000
2794,257500
2795,385000
2796,679000
2797,250000
2798,665000
2799,100000
2800,375000
2801,921500
2802,525000
2803,1400000
2804,160000
2805,730000
2806,248000
2807,180000
2808,288790
2809,512000
2810,535000
2811,390000
2812,290000
2813,536000
2814,532000
2815,753000
2816,425000
2817,327000
2818,475000
2819,980000
2820,530000
2821,450000
2822,790000
2823,185000
2824,583000
2825,400000
2826,390000
2827,653000
2828,246000
2829,450500
2830,922000
2831,399950
2832,830000
2833,1500000
2834,620000
2835,620000
2836,319500
2837,451300
2838,667000
2839,129000
2840,550500
2841,500000
2842,485000
2843,675000
2844,200000
2845,688100
2846,605000
2847,534000
2848,571000
2849,400000
2850,268500
2851,535000
2852,159100
2853,1349000
2854,990000
2855,565000
2856,530000
2857,428000
2858,218000
2859,370000
2860,428000
2861,250000
2862,386591
2863,290000
2864,630000
2865,545000
2866,605000
2867,310000
2868,575000
2869,995000
2870,375000
2871,257000
2872,536000
2873,437000
2874,430000
2875,638500
2876,457000
2877,205000
2878,760000
2879,568000
2880,880000
2881,595000
2882,705000
2883,174500
2884,226500
2885,281000
2886,645000
2887,571500
2888,527700
2889,280000
2890,618000
2891,750000
2892,570000
2893,357500
2894,1250000
2895,204900
2896,208950
2897,630000
2898,852880
2899,330000
2900,122000
2901,699000
2902,414000
2903,1388000
2904,333000
2905,965000
2906,325000
2907,330000
2908,1050000
2909,1150000
2910,710000
2911,445000
2912,1100000
2913,585000
2914,420000
2915,465750
2916,335900
2917,620000
2918,210000
2919,857326
2920,509500
2921,385000
2922,149500
2923,380000
2924,275000
2925,750000
2926,287450
2927,320000
2928,950000
2929,362000
2930,197500
2931,305000
2932,445000
2933,734000
2934,450000
2935,839990
2936,580000
2937,235000
2938,889000
2939,640000
2940,635000
2941,1090000
2942,1165000
2943,340500
2944,657500
2945,365000
2946,556000
2947,285750
2948,928990
2949,315000
2950,921800
2951,195700
2952,650000
2953,380000
2954,300000
2955,320000
2956,380000
2957,309000
2958,282000
2959,785500
2960,332500
2961,750000
2962,435000
2963,340000
2964,1760000
2965,350000
2966,292000
2967,1425000
2968,900000
2969,240000
2970,306000
2971,725000
2972,929000
2973,450000
2974,154000
2975,824000
2976,469000
2977,529950
2978,385000
2979,255000
2980,1169000
2981,214000
2982,520000
2983,499000
2984,1100000
2985,350000
2986,1468000
2987,350000
2988,630000
2989,770000
2990,410000
2991,910000
2992,469950
2993,442000
2994,246000
2995,435000
2996,440000
2997,294999
2998,580000
2999,277500
3000,452000
3001,1280000
3002,305000
3003,515000
3004,244000
3005,749000
3006,242500
3007,450000
3008,187500
3009,710000
3010,948000
3011,500000
3012,371000
3013,229000
3014,3000000
3015,2150000
3016,809950
3017,385000
3018,619500
3019,905000
3020,920000
3021,542500
3022,335000
3023,258000
3024,444500
3025,240000
3026,427800
3027,405000
3028,689000
3029,370000
3030,325000
3031,799000
3032,419000
3033,350000
3034,249950
3035,791500
3036,650000
3037,690000
3038,310000
3039,282500
3040,960000
3041,405000
3042,934000
3043,276000
3044,400000
3045,468000
3046,175000
3047,370000
3048,765000
3049,888550
3050,905000
3051,535000
3052,925900
3053,320000
3054,310000
3055,359950
3056,276000
3057,247500
3058,600000
3059,475000
3060,292000
3061,868500
3062,305000
3063,1200000
3064,620000
3065,541100
3066,317000
3067,770000
3068,469000
3069,800000
3070,1450000
3071,446450
3072,800000
3073,240000
3074,623000
3075,810000
3076,835000
3077,1017100
3078,312500
3079,297500
3080,635250
3081,235000
3082,155000
3083,203000
3084,890000
3085,930000
3086,451000
3087,306500
3088,1482500
3089,254922
3090,185000
3091,305000
3092,405000
3093,393000
3094,300000
3095,385000
3096,380000
3097,370000
3098,565000
3099,293000
3100,460000
3101,800000
3102,629950
3103,668500
3104,279000
3105,403000
3106,572000
3107,598600
3108,720000
3109,185000
3110,307000
3111,303000
3112,640000
3113,731781
3114,534950
3115,419000
3116,650000
3117,465000
3118,952000
3119,325000
3120,450000
3121,554950
3122,437500
3123,670000
3124,400000
3125,335000
3126,585000
3127,665000
3128,375000
3129,477000
3130,489950
3131,575000
3132,410000
3133,1150000
3134,288400
3135,460000
3136,599950
3137,407185
3138,726000
3139,151600
3140,432000
3141,800000
3142,400000
3143,393000
3144,452000
3145,480000
3146,289950
3147,780000
3148,372000
3149,555000
3150,845950
3151,335000
3152,172500
3153,305000
3154,551000
3155,235000
3156,940000
3157,362000
3158,379000
3159,207000
3160,150000
3161,600000
3162,270000
3163,280000
3164,465000
3165,206000
3166,247000
3167,350500
3168,480000
3169,267000
3170,342000
3171,917500
3172,570000
3173,835000
3174,610000
3175,500000
3176,503000
3177,425000
3178,399950
3179,435000
3180,650000
3181,315000
3182,435000
3183,380000
3184,279950
3185,306000
3186,299950
3187,475000
3188,195000
3189,599950
3190,425000
3191,540000
3192,206600
3193,640000
3194,350000
3195,295000
3196,260000
3197,277284
3198,550000
3199,727000
3200,779000
3201,602500
3202,455600
3203,500000
3204,168000
3205,600000
3206,415000
3207,410000
3208,525000
3209,311000
3210,458000
3211,350000
3212,565000
3213,300000
3214,499000
3215,720000
3216,315000
3217,910000
3218,168000
3219,750000
3220,599999
3221,377000
3222,522500
3223,345000
3224,595000
3225,815000
3226,430000
3227,224000
3228,895950
3229,1164000
3230,439990
3231,440000
3232,226000
3233,693000
3234,297000
3235,1112000
3236,275000
3237,365000
3238,201000
3239,830200
3240,475000
3241,535000
3242,347500
3243,1920000
3244,2367000
3245,184900
3246,569950
3247,705000
3248,550000
3249,324950
3250,427000
3251,464000
3252,396450
3253,470000
3254,432250
3255,500000
3256,455000
3257,375000
3258,645000
3259,360000
3260,399000
3261,510000
3262,485000
3263,435000
3264,320000
3265,445000
3266,290000
3267,559950
3268,540000
3269,718000
3270,429000
3271,1014250
3272,455000
3273,379500
3274,633000
3275,570000
3276,208000
3277,554000
3278,325000
3279,525000
3280,755000
3281,970000
3282,275000
3283,402000
3284,515000
3285,326000
3286,430000
3287,435000
3288,1505000
3289,485000
3290,249000
3291,379260
3292,740000
3293,820000
3294,290000
3295,276000
3296,473000
3297,387000
3298,240000
3299,924000
3300,1135000
3301,540000
3302,545000
3303,344000
3304,480000
3305,395000
3306,363000
3307,340500
3308,365000
3309,234000
3310,465250
3311,335000
3312,350000
3313,1118000
3314,661000
3315,732350
3316,874950
3317,425000
3318,540000
3319,700000
3320,405000
3321,280000
3322,250000
3323,505000
3324,405000
3325,325000
3326,425000
3327,375000
3328,319990
3329,523000
3330,272167
3331,350500
3332,563000
3333,343000
3334,495000
3335,247500
3336,525000
3337,397500
3338,600000
3339,259000
3340,552000
3341,435000
3342,1055000
3343,1398000
3344,935000
3345,690000
3346,417000
3347,290000
3348,517100
3349,283500
3350,725000
3351,275000
3352,183000
3353,565000
3354,269950
3355,398000
3356,680000
3357,875000
3358,853505
3359,660000
3360,725000
3361,485000
3362,420000
3363,500000
3364,1000000
3365,258000
3366,408000
3367,1170000
3368,371000
3369,260000
3370,529000
3371,420000
3372,630000
3373,210000
3374,208000
3375,160000
3376,395000
3377,1865000
3378,227000
3379,851000
3380,327000
3381,230000
3382,312891
3383,660000
3384,660000
3385,367000
3386,426000
3387,394475
3388,875000
3389,1200000
3390,635000
3391,460000
3392,380000
3393,285000
3394,750500
3395,460000
3396,495000
3397,1875000
3398,340000
3399,385000
3400,410000
3401,592000
3402,405000
3403,550000
3404,355000
3405,270000
3406,785000
3407,899000
3408,242000
3409,402000
3410,796000
3411,785000
3412,300000
3413,464950
3414,549000
3415,207000
3416,770000
3417,837219
3418,318000
3419,275000
3420,289000
3421,700000
3422,500000
3423,329000
3424,259000
3425,535000
3426,571000
3427,1315000
3428,217000
3429,267500
3430,479000
3431,970000
3432,200000
3433,496000
3434,640000
3435,280000
3436,425000
3437,270000
3438,650000
3439,580000
3440,680000
3441,293000
3442,477000
3443,640000
3444,610000
3445,250000
3446,289999
3447,311500
3448,1220000
3449,485000
3450,373000
3451,339000
3452,310000
3453,1145000
3454,1180000
3455,232000
3456,781000
3457,635000
3458,1325000
3459,260000
3460,282000
3461,550000
3462,484000
3463,284000
3464,700000
3465,442000
3466,370000
3467,225000
3468,402000
3469,401000
3470,249900
3471,675000
3472,365000
3473,250000
3474,420000
3475,310000
3476,471000
3477,284000
3478,630000
3479,428000
3480,260000
3481,725000
3482,907000
3483,279000
3484,725000
3485,499950
3486,490000
3487,449950
3488,860000
3489,465000
3490,402300
3491,250000
3492,575000
3493,225000
3494,505000
3495,705000
3496,676101
3497,339950
3498,946000
3499,420000
3500,580000
3501,554600
3502,865000
3503,281500
3504,215000
3505,485000
3506,390000
3507,625000
3508,440000
3509,729000
3510,771000
3511,549900
3512,385000
3513,1075000
3514,368000
3515,230000
3516,690000
3517,324360
3518,454000
3519,345000
3520,500000
3521,315000
3522,1355000
3523,460000
3524,540000
3525,310000
3526,431000
3527,391000
3528,519995
3529,450000
3530,454000
3531,398651
3532,875000
3533,430000
3534,715000
3535,302000
3536,498800
3537,190000
3538,278000
3539,1715000
3540,995000
3541,803000
3542,230000
3543,479950
3544,427550
3545,604000
3546,465000
3547,780000
3548,790000
3549,325000
3550,419000
3551,381156
3552,389000
3553,890000
3554,925000
3555,285000
3556,527000
3557,310000
3558,400000
3559,790000
3560,599000
3561,281000
3562,705000
3563,475000
3564,613000
3565,350000
3566,209000
3567,215000
3568,305000
3569,656000
3570,500000
3571,785000
3572,909950
3573,224000
3574,679000
3575,800000
3576,615750
3577,406250
3578,230000
3579,560000
3580,970000
3581,359900
3582,335000
3583,381000
3584,290000
3585,3204000
3586,525000
3587,292000
3588,459000
3589,1130000
3590,156000
3591,519500
3592,434900
3593,655500
3594,226800
3595,325000
3596,799000
3597,510500
3598,260250
3599,320000
3600,805000
3601,579000
3602,660500
3603,735000
3604,652500
3605,909000
3606,299000
3607,883000
3608,195000
3609,340000
3610,425000
3611,270000
3612,320000
3613,302000
3614,212700
3615,1190000
3616,605000
3617,575000
3618,465000
3619,536000
3620,226000
3621,192000
3622,375000
3623,411000
3624,374950
3625,279000
3626,575000
3627,470000
3628,538000
3629,670000
3630,320000
3631,395000
3632,885000
3633,199000
3634,526000
3635,390000
3636,450000
3637,250000
3638,449999
3639,260750
3640,400000
3641,661000
3642,415000
3643,465000
3644,535000
3645,815000
3646,469000
3647,650000
3648,1850000
3649,750000
3650,335000
3651,272000
3652,402000
3653,210000
3654,665000
3655,509000
3656,75000
3657,166000
3658,550000
3659,235000
3660,480000
3661,715000
3662,281000
3663,576750
3664,420000
3665,260000
3666,275000
3667,464600
3668,359500
3669,440000
3670,245000
3671,587450
3672,235000
3673,775000
3674,204555
3675,405000
3676,398000
3677,210000
3678,750000
3679,575000
3680,625000
3681,510000
3682,1410000
3683,719000
3684,299995
3685,672500
3686,1040000
3687,205000
3688,638250
3689,328000
3690,563000
3691,1330000
3692,459990
3693,566000
3694,272000
3695,475000
3696,800000
3697,1900000
3698,564000
3699,485000
3700,459950
3701,325000
3702,345100
3703,640000
3704,510000
3705,710200
3706,415000
3707,410000
3708,507000
3709,265000
3710,655000
3711,252000
3712,695000
3713,481000
3714,350000
3715,915000
3716,610000
3717,960000
3718,150000
3719,299980
3720,272000
3721,200000
3722,531800
3723,1150000
3724,506400
3725,950000
3726,157000
3727,480000
3728,1955000
3729,620000
3730,430000
3731,549950
3732,395000
3733,729000
3734,235000
3735,858000
3736,350000
3737,513000
3738,538000
3739,589450
3740,850000
3741,310000
3742,515000
3743,835000
3744,308000
3745,635200
3746,510000
3747,347000
3748,492650
3749,658500
3750,268500
3751,1800000
3752,344000
3753,499500
3754,245000
3755,839704
3756,330000
3757,540000
3758,225000
3759,835000
3760,380000
3761,250000
3762,255000
3763,815000
3764,320000
3765,383001
3766,545000
3767,186000
3768,442500
3769,545000
3770,1085000
3771,365000
3772,230000
3773,365000
3774,674750
3775,382000
3776,660000
3777,169575
3778,316000
3779,419000
3780,217500
3781,385000
3782,208633
3783,489000
3784,235000
3785,297000
3786,450000
3787,393000
3788,280000
3789,80000
3790,740000
3791,825000
3792,240000
3793,775000
3794,730000
3795,299999
3796,241000
3797,365000
3798,294000
3799,507950
3800,1350000
3801,385000
3802,329922
3803,356000
3804,1810000
3805,484950
3806,275000
3807,415000
3808,671500
3809,935000
3810,541500
3811,430236
3812,2000000
3813,2400000
3814,319000
3815,692500
3816,380000
3817,369300
3818,325000
3819,267345
3820,290000
3821,440000
3822,110700
